ID,latitud,longitd,municip,localdd,predio,causa,ecos,tipo,inicio,termino,renuevo,arboreo,arbustv,herbace,total,copa,dur,tempord,temp_yr,difftim,radio,pendint,altitud,CLAVE,TIPO_C,usv,dst_hrt,dist_gr,dist_vs,dist_rb,Prec,Tmin,Tmax,Prec30d,est,porc_copa,ROS_ha_day,N_inc,Rec_prom,N_fires_prom,Rec_area,Fr_yr
3260-Sal-2017-03-19,19.42755556,-101.7001944,Salvador Escalante,Com. Ind. De Zirahuén,Com. Ind. De Zirahuén,Establecimiento de huertas,BPQ,Superficial,19/03/2017,19/03/2017,1,0.5,0,1.5,3,3,0.145833333,secas,2017,1,97.72,1.178511262,2232,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,758.0049022,579.2515065,1089.974632,1339.214754,NA,NA,NA,NA,,16.67,3,1,1,1,3,NA
3261-Sal-2017-03-20,19.42441667,-101.6962222,Salvador Escalante,Ejido Zirahuen,Ejido Zirahuen,Establecimiento de huertas,BPQ,Mixto,20/03/2017,21/03/2017,17,20,0,5.3,42.3,42.3,1.159722222,secas,2017,2,366.94,18.85618019,2231,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,502.6065891,362.960626,1402.119149,1175.211475,NA,NA,NA,NA,,47.28,21.15,1,1,1,42.3,NA
3262-Sal-2017-03-22,19.36413889,-101.6280833,Salvador Escalante,P.P Del Querendal,P.P Del Querendal,Preparación de siembra,BQP,Superficial,22/03/2017,22/03/2017,0,2,1,1,4,4,0.208333333,secas,2017,1,112.84,42.44277191,2495,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,576.1682697,150.8503029,303.6416774,1196.062207,NA,NA,NA,NA,,50,4,1,1,1,4,NA
3263-Sal-2017-03-22,19.45369444,-101.7519722,Salvador Escalante,P.P del Manzanillo Dulce,P.P del Manzanillo Dulce,Fogatas,BP,Superficial,22/03/2017,22/03/2017,0,0,0.5,0.5,1,1,0.166666667,secas,2017,1,56.42,16.54119492,2113,C(w2)(w),Templado subhúmedo,Cultivo perenne,58.1626794,82.47947442,972.5229022,1121.658907,NA,NA,NA,NA,,0,1,1,1,1,1,NA
3264-Sal-2017-04-02,19.36988889,-101.6903333,Salvador Escalante,Ej. El Carmen,Ej. El Carmen,Fumadores,BP,Superficial,02/04/2017,02/04/2017,0,2,0,2.46,4.46,4.46,0.3125,secas,2017,1,119.15,10.54092598,2363,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,186.83145,202.2722996,2054.194832,672.1621537,NA,NA,NA,NA,,44.84,4.46,1,1,1,4.46,NA
3265-Sal-2017-04-02,19.39119444,-101.6424444,Salvador Escalante,P.P  Del Jaboncillal,P.P  Del Jaboncillal,Quemas de basura,BPQ,Superficial,02/04/2017,02/04/2017,0,1,1,2,4,4,0.145833333,secas,2017,1,112.84,14.38556385,2335,C(w2)(w),Templado subhúmedo,Agricultura de temporal,0,0,47.91260839,0,NA,NA,NA,NA,,25,4,1,1,1,4,NA
3266-Sal-2017-04-02,19.38002778,-101.6483611,Salvador Escalante,EJ. De Santa Clara Portugal,EJ. De Santa Clara Portugal,Preparación de siembra,BP,Superficial,02/04/2017,02/04/2017,0,2,3,2,7,7,0.1875,secas,2017,1,149.27,8.97527504,2342,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,114.677014,149.421987,85.69576091,46.6861774,NA,NA,NA,NA,,28.57,7,2,2,2,6.5,5
3267-Sal-2017-04-03,19.36230556,-101.6325833,Salvador Escalante,P.P DE Querendal,P.P DE Querendal,Fogatas,BPQ,Superficial,03/04/2017,03/04/2017,2,6,6,7.2,21.2,21.2,0.638888889,secas,2017,1,259.77,7.453559875,2587,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,877.0813318,97.64188771,739.4203451,1407.066829,NA,NA,NA,NA,,28.3,21.2,1,1,1,21.2,NA
3268-Sal-2017-04-04,19.43083333,-101.66575,Salvador Escalante,Ej. Iricuaro,Ej. Iricuaro,Establecimiento de huertas,BPQ,Superficial,04/04/2017,04/04/2017,1,3,4,4,12,12,0.211805556,secas,2017,1,195.44,21.08185196,2276,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1692.084877,170.1274935,1733.190972,1327.459164,NA,NA,NA,NA,,25,12,1,1,1,12,NA
3269-Sal-2017-04-09,19.36802778,-101.6343611,Salvador Escalante,P.P Del Querendal,P.P Del Querendal,Fogatas,BPQ,Superficial,09/04/2017,09/04/2017,0,0.5,1,1.5,3,3,0.145833333,secas,2017,1,97.72,31.73238754,2444,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,381.7329893,115.2165098,448.7896753,1121.477863,NA,NA,NA,NA,,16.67,3,1,1,1,3,NA
327-Ari-2011-03-24,19.20111111,-101.7422778,Ario de Rosales,CERRO DE SAN IGUEL BANCO DE GRAVA,CERRO DE SAN IGUEL BANCO DE GRAVA,Fumadores,I,Superficial,24/03/2011,24/03/2011,0,0,2,0,2,NA,0.100694444,secas,2011,1,79.79,21.08185196,1656,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,107.496418,790.2665374,348.2215184,2174.475846,0,7,19,0,16146,0,2,9,5.5,5.5,50.83,4.4
3270-Sal-2017-04-10,19.35897222,-101.62875,Salvador Escalante,P.P De Querendal,P.P De Querendal,Fogatas,BPQ,Superficial,10/04/2017,10/04/2017,0,0,1,0,1,1,0.1875,secas,2017,1,56.42,26.352314,2524,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,436.7401384,83.14765316,812.6138118,1036.432597,NA,NA,NA,NA,,0,1,2,2,2,3,0
3271-Sal-2017-04-10,19.43452778,-101.6022222,Salvador Escalante,Ej. Casa Blancas,Ej. Casa Blancas,Fumadores,BP,Superficial,10/04/2017,10/04/2017,0,0,0.5,1,1.5,1.5,0.125,secas,2017,1,69.1,16.87371445,2231,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,5239.053038,147.8685238,158.9945968,892.3216414,NA,NA,NA,NA,,0,1.5,1,1,1,1.5,NA
3272-Sal-2017-04-12,19.35888889,-101.6288611,Salvador Escalante,EJ. Opopeo,EJ. Opopeo,Establecimiento de huertas,BPQ,Superficial,12/04/2017,12/04/2017,0,0,2,3,5,5,0.385416667,secas,2017,1,126.16,22.63846207,2525,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,439.265618,69.84889206,826.998485,1046.082814,NA,NA,NA,NA,,0,5,2,2,2,3,0
3273-Sal-2017-04-13,19.44502778,-101.62,Salvador Escalante,EJ. Opopeo,EJ. Opopeo,Rencillas,BPQ,Superficial,13/04/2017,13/04/2017,0,1,1,2,4,4,0.25,secas,2017,1,112.84,30,2283,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,5348.399485,837.0488715,983.7228926,2615.255933,NA,NA,NA,NA,,25,4,1,1,1,4,NA
3274-Sal-2017-04-14,19.40125,-101.6372222,Salvador Escalante,Ej. De Santa Clara Portugal,Ej. De Santa Clara Portugal,Vandalismo,BP,Superficial,14/04/2017,14/04/2017,0.5,0,1.5,2,4,4,0.1875,secas,2017,1,112.84,50.13869476,2310,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,263.5511613,646.4536659,91.4031185,0,NA,NA,NA,NA,,0,4,3,3,3,2.5,5
3275-Sal-2017-04-15,19.41969444,-101.7068889,Salvador Escalante,Ej. Zirahuen,Ej. Zirahuen,Preparación de siembra,BPQ,Superficial,15/04/2017,15/04/2017,0,0,1.2,0,1.2,1.2,0.145833333,secas,2017,1,61.8,1.178511262,2101,C(w2)(w),Templado subhúmedo,Agricultura de temporal,561.3234944,0,250.6582958,637.2900745,NA,NA,NA,NA,,0,1.2,1,1,1,1.2,NA
3276-Sal-2017-04-17,19.42252778,-101.702,Salvador Escalante,Ej. Zirahuen,Ej. Zirahuen,Fumadores,BPQ,Superficial,17/04/2017,17/04/2017,1,0,2,2.89,5.89,5.89,0.229166667,secas,2017,1,136.92,21.08185196,2153,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,848.8866721,187.9150804,850.5762014,763.371327,NA,NA,NA,NA,,0,5.89,1,1,1,5.89,NA
3277-Sal-2017-04-18,19.42800278,-101.71025,Salvador Escalante,Ej. Zirahuen,Ej. Zirahuen,Preparación de siembra,BPQ,Superficial,18/04/2017,19/04/2017,1,2,5,9.3,17.3,17.3,1.104166667,secas,2017,2,234.66,16.66666603,2125,C(w2)(w),Templado subhúmedo,Agricultura de temporal,1077.401637,14.93174928,217.9393658,1584.951562,NA,NA,NA,NA,,11.56,8.65,1,1,1,17.3,NA
3278-Sal-2017-04-27,19.40083333,-101.6358333,Salvador Escalante,Ej. Santa Clara Portugal,Ej. Santa Clara Portugal,Vandalismo,BP,Superficial,27/04/2017,27/04/2017,0.5,0,1,0,1.5,1.5,0.104166667,secas,2017,1,69.1,13.33333302,2336,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,277.5047255,510.6550043,171.1970189,0,NA,NA,NA,NA,,0,1.5,3,3,3,2.5,5
3279-Sal-2017-05-02,19.40022222,-101.6328056,Salvador Escalante,Ej. Santa Clara Portugal,Ej. Santa Clara Portugal,Vandalismo,BP,Superficial,02/05/2017,02/05/2017,1,0,0.5,0,1.5,1.5,0.104166667,lluvias,2017,1,69.1,42.42640686,2319,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,437.3459514,257.1754094,115.8071435,1.315979343,NA,NA,NA,NA,,0,1.5,2,2,2,3.75,6.2
328-Ari-2011-03-08,19.19525,-101.7138611,Ario de Rosales,PINO RAIZUDO,PINO RAIZUDO,No determinadas,I,Superficial,08/03/2011,08/03/2011,0,0,2,2,4,NA,0.201388889,secas,2011,1,112.84,8.24957943,1805,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0,0,162.0979281,0,0,8,34,0,16123,0,4,1,1,1,4,NA
3280-Sal-2017-05-03,19.40777778,-101.5840278,Salvador Escalante,Ej. Opopeo,Ej. Opopeo,Vandalismo,BPQ,Superficial,03/05/2017,03/05/2017,2,1,2,3,8,8,0.270833333,lluvias,2017,1,159.58,23.15407372,2370,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,4110.853822,231.7279694,100.0285683,542.5531944,NA,NA,NA,NA,,12.5,8,2,2,2,8.5,6
3281-Sal-2017-05-04,19.40336111,-101.6213333,Salvador Escalante,P.P de Santa Clara,P.P de Santa Clara,Preparación de siembra,BQP,Superficial,04/05/2017,04/05/2017,4,2,2,0,8,8,0.25,lluvias,2017,1,159.58,10,2340,C(w2)(w),Templado subhúmedo,Agricultura de temporal,1548.430758,0,751.2801521,549.7804323,NA,NA,NA,NA,,25,8,1,1,1,8,NA
3282-Sal-2017-05-17,19.37161111,-101.60775,Salvador Escalante,Ej. Turiran,Ej. Turiran,Vandalismo,BPQ,Superficial,17/05/2017,17/05/2017,0,0,1,1,2,2,0.166666667,lluvias,2017,1,79.79,41.24789429,2540,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,965.9226792,99.72433395,1647.898339,1703.150916,NA,NA,NA,NA,,0,2,1,1,1,2,NA
3283-Sal-2017-05-20,19.45311111,-101.75775,Salvador Escalante,Ej. Plutarco Elias Calles,Ej. Plutarco Elias Calles,Rencillas,BP,Superficial,20/05/2017,20/05/2017,0,0,0,1.12,1.12,1.12,0.104166667,lluvias,2017,1,59.71,1.178511262,2162,C(w2)(w),Templado subhúmedo,Cultivo perenne,172.7308437,63.65047456,499.407119,1169.219732,NA,NA,NA,NA,,0,1.12,2,2,2,1.31,0
3284-Sal-2017-05-20,19.44605556,-101.7661389,Salvador Escalante,P.P de Copandaro,P.P de Copandaro,Vandalismo,BPQ,Superficial,20/05/2017,20/05/2017,0,0,1,2,3,3,0.302083333,lluvias,2017,1,97.72,13.74368572,2101,C(w2)(w),Templado subhúmedo,Cultivo perenne,132.2057689,54.67504114,434.7667551,549.3367331,NA,NA,NA,NA,,0,3,2,2,2,4.5,0
3285-Sal-2017-05-21,19.45319444,-101.7585556,Salvador Escalante,Ej. Plutarco Elias Calles,Ej. Plutarco Elias Calles,Vandalismo,BP,Superficial,21/05/2017,21/05/2017,0,0.51,0.5,0.5,1.51,1.51,0.145833333,lluvias,2017,1,69.33,1.178511262,2163,C(w2)(w),Templado subhúmedo,Cultivo perenne,102.519819,3.507348,424.5942352,1182.298257,NA,NA,NA,NA,,33.77,1.51,2,2,2,1.31,0
3286-Sal-2017-05-22,19.44605556,-101.7661389,Salvador Escalante,P.P de Copandaro,P.P de Copandaro,Vandalismo,BP,Superficial,22/05/2017,22/05/2017,0,1,2,3,6,6,0.208333333,lluvias,2017,1,138.2,13.74368572,2101,C(w2)(w),Templado subhúmedo,Cultivo perenne,132.2057689,54.67504114,434.7667551,549.3367331,NA,NA,NA,NA,,16.67,6,2,2,2,4.5,0
3287-Sal-2017-05-26,19.42083333,-101.8300556,Salvador Escalante,P.P Del Tarascon,P.P Del Tarascon,Fogatas,BPQ,Superficial,26/05/2017,26/05/2017,0,0,0.5,1.5,2,2,0.208333333,lluvias,2017,1,79.79,48.44813919,2153,(A)C(m)(w),Semicálido húmedo,Cultivo perenne,215.5995185,228.1748498,1774.959444,1213.967945,NA,NA,NA,NA,,0,2,1,1,1,2,NA
329-Ari-2011-03-10,19.17921667,-101.722,Ario de Rosales,DR. MIGUEL SILVA,DR. MIGUEL SILVA,Fumadores,I,Superficial,10/03/2011,10/03/2011,0,0,0.5,1.5,2,NA,0.09375,secas,2011,1,79.79,22.63846207,1596,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,281.1455239,300.9586402,0.521205873,1194.573438,0,9.5,39.5,0,16047,0,2,1,1,1,2,NA
3292-Tan-2003-05-01,19.80833333,-102.425,Tangamandapio,LOS LAURELES,CERRO LA CHUPARROSA,,,,01/05/2003,01/05/2003,0,0,2,4,6,NA,NA,lluvias,2003,1,138.2,32.99831772,2553,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,809.8490862,840.1444633,4866.675715,3785.887102,0,11,33,0,16162,0,6,7,4.5,4.5,29,8.2
3293-Tan-2003-05-02,19.78611111,-102.4491667,Tangamandapio,LOS LAURELES,CERRO LA CHUPARROSA,,,,02/05/2003,02/05/2003,5,0,5,10,20,NA,NA,lluvias,2003,1,252.31,52.61231232,2187,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1319.283444,2116.707463,4644.853537,2780.756783,0,11.5,35,0,16162,0,20,1,1,1,20,NA
3294-Tan-2003-05-03,19.79694444,-102.405,Tangamandapio,C.I. DE TARECUATO,CERRO LA CHUPARROSA,,,,03/05/2003,03/05/2003,0,0,5,10,15,NA,NA,lluvias,2003,1,218.51,11.18033981,2275,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,0,0,3378.97613,1353.962534,0,11.5,36,0,16162,0,15,2,2,2,13,7.8
3295-Tan-2003-05-04,19.775,-102.4138889,Tangamandapio,C.I. DE TARECUATO,CERRO DE LA CHUPARROSA,,,,04/05/2003,04/05/2003,0,0,3,5,8,NA,NA,lluvias,2003,1,159.58,3.333333254,2189,C(w2)(w),Templado subhúmedo,Agricultura de temporal,18.75195205,0,1593.113727,1299.479699,0,12,36,0,16162,0,8,1,1,1,8,NA
3296-Tan-2004-04-23,19.80972222,-102.4322222,Tangamandapio,TARECUATO,C. CHUPARROSA,,,,23/04/2004,23/04/2004,1,0,0,2,3,NA,NA,secas,2004,1,97.72,23.83391571,2488,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,1153.597571,1427.702938,4216.774428,4207.394114,0,8,28,0,_16251,0,3,1,1,1,3,NA
3297-Tan-2004-05-08,19.80833333,-102.4375,Tangamandapio,TARECUATO,CERRO DE LA CHUPARROSA,,,,08/05/2004,08/05/2004,6,0,2,2,10,NA,NA,lluvias,2004,1,178.41,26.48374748,2452,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,1348.86788,1570.747065,3981.357917,3967.262323,0,10,29,0,16162,0,10,6,4,4,136.58,3.3
3298-Tan-2005-05-06,19.76944444,-102.3972222,Tangamandapio,C.I. DE TARECUATO,CERRO DE CAPACUARO,,,,06/05/2005,06/05/2005,0,0,2,3,5,NA,NA,lluvias,2005,1,126.16,15.85524845,2238,C(w2)(w),Templado subhúmedo,Cultivo perenne,0.096092557,22.87836752,424.1563648,1.293471599,0,11,32.5,0,16162,0,5,1,1,1,5,NA
3299-Tan-2006-03-07,19.86083333,-102.4292222,Tangamandapio,TARECUATO,CUESTA COLORADA,,,,07/03/2006,07/03/2006,0,0,1,2,3,NA,NA,secas,2006,1,97.72,3.726779938,2157,C(w1)(w),Templado subhúmedo,Agricultura de temporal,42.62593943,0,11.51899772,1061.795539,0,9.5,29,0,_16162,0,3,1,1,1,3,NA
33-Ari-2002-04-11,19.13333333,-101.775,Ario de Rosales,Platanillo,Platanillo,,,,11/04/2002,11/04/2002,0,0,3,0,3,NA,NA,secas,2002,1,97.72,20.27587509,1522,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1001.743529,226.7255011,3808.677491,4815.557524,0,17,33.5,0,_16012,0,3,1,1,1,3,NA
330-Ari-2011-03-16,19.16884722,-101.7176944,Ario de Rosales,P.P. DE LAS LIMAS,P.P. DE LAS LIMAS,Fumadores,I,Superficial,16/03/2011,16/03/2011,0,0,2,1,3,NA,0.1875,secas,2011,1,97.72,7.453559875,1554,(A)C(w1)(w),Templado subhúmedo,Asentamientos humanos,0,0,810.7492597,452.5615698,0,14,39,0,16047,0,3,1,1,1,3,NA
3300-Tan-2006-03-30,19.88416667,-102.4694444,Tangamandapio,C.I. DE TARECUATO,LA CHARANDA,,,,30/03/2006,30/03/2006,0,0,2,2,4,NA,NA,secas,2006,1,112.84,16.9967308,2240,C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,34.85365504,2225.012845,2934.345893,2646.532353,0,10,31,1,_16162,0,4,1,1,1,4,NA
3301-Tan-2006-04-02,19.79166667,-102.4208333,Tangamandapio,C.I. DE TAECUATO,CERRO LA CHUPARROSA,,,,02/04/2006,02/04/2006,0,0,1,1,2,NA,NA,secas,2006,1,79.79,38.53209305,2562,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,971.8991685,907.5958566,3509.166885,2646.855702,0,9,28,0,_16251,0,2,2,2,2,15,3.2
3302-Tan-2006-04-02,19.88166667,-102.48,Tangamandapio,C.I. TARECUATO,LOMA DE SAN PEDRO,,,,02/04/2006,02/04/2006,0,0,5,3,8,NA,NA,secas,2006,1,159.58,21.08185196,2144,C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,84.20453785,2118.25058,2802.035201,1931.066402,0,12,31,1,_16162,0,8,2,2,2,7,5.2
3303-Tan-2006-04-03,19.7875,-102.4361111,Tangamandapio,c.i. de tarecuato,cO. La chuparrosa,,,,03/04/2006,03/04/2006,0,0,2,3,5,NA,NA,secas,2006,1,126.16,24.8607235,2584,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,1808.85745,1816.375214,4228.697061,3989.239524,0,10,28,0,_16251,0,5,1,1,1,5,NA
3304-Tan-2006-04-05,19.89777778,-102.4577778,Tangamandapio,C.I. DE TARECUATO,LA LOMA DE LA TZINA,,,,05/04/2006,05/04/2006,0,0,3,7,10,NA,NA,secas,2006,1,178.41,18.02775574,1996,C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1257.794298,3370.393079,1582.205663,1169.957247,0,11.5,31,1,_16162,0,10,1,1,1,10,NA
3305-Tan-2006-04-06,19.82030556,-102.4225556,Tangamandapio,C.I. DE TARECUATO,LOMA DE LA YUCA,,,,06/04/2006,06/04/2006,0,0,4,4,8,NA,NA,secas,2006,1,159.58,20.27587509,2228,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,0,160.4936356,3996.860948,3886.732982,0,9,27,0,_16251,0,8,5,3.8,3.8,8.69,2.6
3306-Tan-2006-04-12,19.86333333,-102.4436111,Tangamandapio,C.I. TARECUATO,EL PAJARO,,,,12/04/2006,12/04/2006,0,0,2,3,5,NA,NA,secas,2006,1,126.16,6.009252071,2103,C(w1)(w),Templado subhúmedo,Cultivo perenne,0,0,927.5635636,2029.138718,0,13.5,32,1,_16162,0,5,1,1,1,5,NA
3307-Tan-2006-04-12,19.82172222,-102.4739444,Tangamandapio,C.I. TARECUATO,LAS CRUCES,,,,12/04/2006,12/04/2006,0,0,1,4,5,NA,NA,secas,2006,1,126.16,15.36590767,1943,C(w2)(w),Templado subhúmedo,Cultivo perenne,6.669250041,2.468812608,1632.399793,1345.958676,0,10,28,0,_16251,0,5,1,1,1,5,NA
3308-Tan-2006-04-13,19.86252778,-102.4222778,Tangamandapio,C.I. TARECUATO,Co. IGRANISH,,,,13/04/2006,13/04/2006,0,0,2,3,5,NA,NA,secas,2006,1,126.16,11.60698986,2158,C(w1)(w),Templado subhúmedo,Agricultura de temporal,32.83676888,0,24.6781527,313.6223329,0,14.5,30,1,_16162,0,5,1,1,1,5,NA
3309-Tan-2006-04-14,19.82166667,-102.445,Tangamandapio,C.I. TARECUATO,C.I. TARECUATO,,,,14/04/2006,14/04/2006,3,0,6,4,13,NA,NA,secas,2006,1,203.42,23.33333397,2069,C(w2)(w),Templado subhúmedo,Bosque de pino/veg secundaria,255.7492588,111.9472877,2343.364435,2333.109839,0,8,26,0,_16251,0,13,32,17,17,292.94,4.2
331-Ari-2011-03-23,19.18691667,-101.7125,Ario de Rosales,P.P. DEL TZINTZONGO (PINO RAIZUDO),P.P. DEL TZINTZONGO (PINO RAIZUDO),Actividades agropecuarias,I,Superficial,23/03/2011,23/03/2011,0,0,2,4,6,NA,0.229166667,secas,2011,1,138.2,10.13793755,1736,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,2.168210225,597.2118867,478.4664958,367.0797763,0,9,36,0,16123,0,6,1,1,1,6,NA
3310-Tan-2006-04-14,19.82277778,-102.43,Tangamandapio,C.I. TARECUATO,C.I. TARECUATO,,,,14/04/2006,14/04/2006,5,5,30,15,55,NA,NA,secas,2006,1,418.41,37.73077011,2163,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,27.95762907,294.2498602,3310.155681,3400.039009,0,8,26,0,_16251,9.09,55,3,2.3,2.33,26.11,3
3311-Tan-2006-04-15,19.86358333,-102.4400278,Tangamandapio,C.I. TARECUATO,C.I. TARECUATO,,,,15/04/2006,15/04/2006,0,0,1,5,6,NA,NA,secas,2006,1,138.2,23.2438755,2148,C(w1)(w),Templado subhúmedo,Bosque de pino/veg secundaria,1.962489147,0,770.4849127,2161.317782,0,13,31,1,_16162,0,6,1,1,1,6,NA
3312-Tan-2006-04-18,19.82277778,-102.43,Tangamandapio,C.I. DE TARECUATO,CUESTA COLORADA,,,,18/04/2006,18/04/2006,0,0,1,1,2,NA,NA,secas,2006,1,79.79,37.73077011,2163,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,27.95762907,294.2498602,3310.155681,3400.039009,0,10,29,0,_16251,0,2,3,2.5,2.5,24.42,1.5
3313-Tan-2006-04-25,19.80461111,-102.4745,Tangamandapio,C.I. DE TARECUATO,Co. DE LA CHUPARROSA,,,,25/04/2006,25/04/2006,0,0,1,1,2,NA,NA,secas,2006,1,79.79,48.44813919,1790,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,17.78583923,27.65399205,3515.788032,1491.498098,0,12,31,0,_16251,0,2,1,1,1,2,NA
3314-Tan-2006-05-11,19.80469444,-102.482,Tangamandapio,C.I. DE TARECUATO,TEPOROGUA,,,,11/05/2006,11/05/2006,0,0,2,2,4,NA,NA,lluvias,2006,1,112.84,6.009252071,1751,(A)C(w1)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,19.57463633,529.0985624,3294.345694,1132.993409,0,14,33,0,_16043,0,4,1,1,1,4,NA
3315-Tan-2006-05-14,19.82166667,-102.4244167,Tangamandapio,C.I. DE TARECUATO,CERRO DE LA CHUPARROSA,,,,14/05/2006,14/05/2006,0,0,3,4,7,NA,NA,lluvias,2006,1,149.27,20.58181572,2208,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,0,10.15813053,3758.2171,3938.015009,0,14.5,32.5,0,16162,0,7,5,4,4,9.7,2.4
3316-Tan-2007-03-03,19.81466667,-102.4616667,Tangamandapio,tarecuato,C.I. Tarecuato,Establecimiento de huertas,I,Superficial,03/03/2007,03/03/2007,4,0,11,16,31,NA,0.486111111,secas,2007,1,314.13,20.58181572,1956,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,195.2833722,730.6413167,2477.892312,2395.166775,0,5,27,12,_16251,0,31,32,17.5,17.5,208.19,2
3317-Tan-2007-03-27,19.81166667,-102.4202778,Tangamandapio,C.I. DE TARECUATO,Co. La Chuparrosa,Fogatas,I,Superficial,27/03/2007,27/03/2007,0,0,0,2,2,NA,0.208333333,secas,2007,1,79.79,23.57022667,2392,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,202.7695119,225.7433945,4896.24309,3622.294857,0,7,26,0,_16251,0,2,7,5,5,21.99,3.7
3319-Tan-2007-04-11,19.80180556,-102.4510833,Tangamandapio,TARECUATO,C.I. de tarecuato,Quema de esquilmos agrícolas,I,Superficial,11/04/2007,11/04/2007,2,0,4,5,11,NA,0.291666667,secas,2007,1,187.12,31.73238754,2286,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg primaria,1472.569039,2101.987211,4034.990798,2815.405152,0,4,25,0,_16251,0,11,9,14.5,14.5,164.75,1.5
332-Ari-2011-04-09,19.21901944,-101.7023056,Ario de Rosales,P.P. ARIO DE ROSALES,P.P.,Actividades agropecuarias,I,Superficial,09/04/2011,09/04/2011,0,0,4,2,6,NA,0.225694444,secas,2011,1,138.2,32.74480438,1944,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,6.068067222,0,7.407256719,0,0,10,40,0,16123,0,6,1,1,1,6,NA
3320-Tan-2007-04-14,19.87338889,-102.4413056,Tangamandapio,C.I. DE TARECUATO,Cupacuaro,Actividades agropecuarias,I,Superficial,14/04/2007,14/04/2007,1,0,3,6,10,NA,0.291666667,secas,2007,1,178.41,24.97220612,2216,C(w1)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,70.13198639,191.5784387,1818.662006,2560.801115,0,9.5,31,0,_16162,0,10,1,1,1,10,NA
3326-Tan-2008-05-01,19.81,-102.4402778,Tangamandapio,C I Tarecuato,C I  Tarecuato,Establecimiento de huertas,I,Superficial,01/05/2008,03/05/2008,15,10,50,50,125,0,0.083333333,lluvias,2008,3,630.78,33.27077484,2371,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,1250.726704,1311.536551,3663.945694,3648.625322,0,10,28,13.5,_16251,8,41.6667,6,9.4,9.4,205.28,2.6
3327-Tan-2008-05-04,19.80166667,-102.4422222,Tangamandapio,C I De Tarecuato,C I De Tarecuato,Establecimiento de huertas,I,Superficial,04/05/2008,04/05/2008,0,0,7,15,22,0,0.479166667,lluvias,2008,1,264.63,16.87371445,2497,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,1941.684693,2194.73501,4364.537807,3667.029179,0,9,27,13.5,_16251,0,22,32,12.3,12.33,146.13,1.1
