ID,latitud,longitd,municip,localdd,predio,causa,ecos,tipo,inicio,termino,renuevo,arboreo,arbustv,herbace,total,copa,dur,tempord,temp_yr,difftim,radio,pendint,altitud,CLAVE,TIPO_C,usv,dst_hrt,dist_gr,dist_vs,dist_rb,Prec,Tmin,Tmax,Prec30d,est,porc_copa,ROS_ha_day,N_inc,Rec_prom,N_fires_prom,Rec_area,Fr_yr
1801-Uru-2008-04-12,19.39111111,-102.0819444,Uruapan,C.I. Jicalan,Co. Jicalan (Tanachuri),No determinadas,I,Superficial,12/04/2008,12/04/2008,0,0,0,2,2,NA,0.220833333,secas,2008,1,79.79,25.30371094,1722,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg primaria,134.3467542,123.2613326,921.0371423,136.8802585,NA,NA,NA,NA,,0,2,8,7,7,24.13,2.2
1802-Uru-2008-04-12,19.49361111,-102.0216667,Uruapan,Ej. Toreo El Bajo,Co. El Peral,Establecimiento de huertas,I,Superficial,12/04/2008,12/04/2008,0,0,0,2,2,NA,0.145833333,secas,2008,1,79.79,53.437397,2116,C(m)(w),Templado húmedo,Cultivo perenne,52.95579902,0,1231.611386,837.0496091,NA,NA,NA,NA,,0,2,2,2,2,6,4.2
1803-Uru-2008-04-13,19.38888889,-102.0727778,Uruapan,C.I. Jicalan,Co. Jicalan (Los Arcos),Fumadores,I,Superficial,13/04/2008,13/04/2008,0,0,0,2,2,NA,0.095833333,secas,2008,1,79.79,6.666666508,1616,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,417.9505444,387.7721678,174.0088565,125.1004664,NA,NA,NA,NA,,0,2,9,9.5,9.5,29.45,1.6
1804-Uru-2008-04-13,19.5675,-102.0866667,Uruapan,C.I. Capacuaro,Ocuchiro,Promover la regeneración de pastos y fines pecuarios,I,Superficial,13/04/2008,13/04/2008,0,0,2.5,0,2.5,NA,0.104166667,secas,2008,1,89.21,34.66105652,2398,C(w2)(w),Templado subhúmedo,Bosque de encino/veg secundaria herbácea,2684.855821,18.95811869,520.9446265,3182.626854,NA,NA,NA,NA,,0,2.5,1,1,1,2.5,NA
1805-Uru-2008-04-14,19.43555556,-102.0391667,Uruapan,C.I. San Miguel,Co. de la Cruz (Balcones),Fumadores,I,Superficial,14/04/2008,14/04/2008,0,0,0,1,1,NA,0.055555556,secas,2008,1,56.42,41.23105621,1747,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,1196.256152,1481.238706,351.969845,334.0312359,NA,NA,NA,NA,,0,1,77,22.5,22.5,101.54,2.5
1806-Uru-2008-04-15,19.42,-101.9872222,Uruapan,C.I. Caltzontzin,Mata de Platano,Fumadores,I,Superficial,15/04/2008,15/04/2008,0,0,1,1,2,NA,0.1875,secas,2008,1,79.79,7.453559875,1586,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,102.2977489,89.99585117,94.5023859,1137.952608,NA,NA,NA,NA,,0,2,2,2,2,2.5,1
1807-Uru-2008-04-07,19.35333333,-102.0486111,Uruapan,Ej. San Francisco Uruapan,Arrollo Colorado (Cruz del Arriero),Quemas de basura,I,Superficial,07/04/2008,08/04/2008,5,0,10,10,25,NA,0.638888889,secas,2008,2,282.09,15.50089645,1656,(A)C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,266.8195534,458.9459416,858.6185228,560.780298,NA,NA,NA,NA,,0,12.5,8,5,5,23.4,2.8
1808-Uru-2008-04-08,19.42361111,-101.9933333,Uruapan,C.I. Caltzontzin,Co. Colorado,Establecimiento de huertas,I,Superficial,08/04/2008,08/04/2008,0,0,3,9,12,NA,0.208333333,secas,2008,1,195.44,13.01708317,1619,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,96.93600246,0,379.5920808,394.557747,NA,NA,NA,NA,,0,12,6,5.3,5.33,7.65,1.9
1809-Uru-2008-04-09,19.41861111,-101.9891667,Uruapan,C.I. Caltzontzin,Co. Colorado (Mata de Platano),Establecimiento de huertas,I,Superficial,09/04/2008,09/04/2008,0,0,1,1,2,NA,0.121527778,secas,2008,1,79.79,3.726779938,1573,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,0,0,78.97689286,1065.542727,NA,NA,NA,NA,,0,2,1,1,1,2,NA
1810-Uru-2008-04-10,19.42027778,-101.9927778,Uruapan,C.I. Caltzontzin,Puente Cajones,Quema de esquilmos agrícolas,I,Superficial,10/04/2008,10/04/2008,0,0,0,1,1,NA,0.079861111,secas,2008,1,56.42,10.54092598,1597,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,68.52219828,0,21.38939828,662.2839485,NA,NA,NA,NA,,0,1,7,6,6,3.69,2.9
1811-Uru-2008-04-10,19.57166667,-102.0694444,Uruapan,C.I. Capacuaro,Campo de tiro,Promover la regeneración de pastos y fines pecuarios,I,Superficial,10/04/2008,10/04/2008,0,0,0,2.5,2.5,NA,0.086805556,secas,2008,1,89.21,23.48167229,2495,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,2503.764561,583.9770873,894.6100183,2418.045934,0,17.5,33.5,0,16240,0,2.5,1,1,1,2.5,NA
1812-Uru-2008-04-10,19.38694444,-102.0752778,Uruapan,C.I. Jicalan,Co. Jicalan (El Zapotito),No determinadas,I,Superficial,10/04/2008,11/04/2008,0,0,0,20,20,NA,0.470833333,secas,2008,2,252.31,41.16363144,1686,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,325.3709384,401.6545551,162.3783019,113.878039,NA,NA,NA,NA,,0,10,9,10,10,27.8,1.3
1813-Uru-2008-04-11,19.38694444,-102.0802778,Uruapan,C.I. Jicalan,Co. Jicalan (La Cohetera),No determinadas,I,Superficial,11/04/2008,11/04/2008,0,0,0,10,10,NA,0.475694444,secas,2008,1,178.41,71.9278183,1749,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg secundaria,419.6498532,432.5776018,594.9293173,223.4630444,NA,NA,NA,NA,,0,10,9,9,9,28.41,1.4
1814-Uru-2008-04-11,19.47361111,-102.02,Uruapan,Ej. Toreo El Bajo,Cuchatacuaro,Establecimiento de huertas,I,Superficial,11/04/2008,11/04/2008,0,0,2,2,4,NA,0.286805556,secas,2008,1,112.84,45.90146637,2022,C(m)(w),Templado húmedo,Bosque de pino/veg primaria,278.1821469,264.939875,2021.226758,1866.320409,NA,NA,NA,NA,,0,4,1,1,1,4,NA
1815-Uru-2008-04-16,19.37333333,-102.0008333,Uruapan,Ej. San Fransisco Uruapan,Co. el Mirador,Establecimiento de huertas,I,Superficial,16/04/2008,16/04/2008,0,0,0,2,2,NA,0.127083333,secas,2008,1,79.79,3.535533905,1761,(A)C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,54.92906574,80.30122832,1644.51398,1579.983739,NA,NA,NA,NA,,0,2,2,2,2,2.5,1
1816-Uru-2008-04-17,19.51722222,-102.2119444,Uruapan,C.I. Angahuan,Tzinzingo,Establecimiento de huertas,I,Superficial,17/04/2008,17/04/2008,0,0,1,1.5,2.5,NA,0.128472222,secas,2008,1,89.21,17.71690941,2435,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,463.7432235,596.9648093,2411.182834,3002.673949,NA,NA,NA,NA,,0,2.5,1,1,1,2.5,NA
1817-Uru-2008-04-21,19.57027778,-102.0630556,Uruapan,C.I. Capacuaro,La Cruz del Espino,Promover la regeneración de pastos y fines pecuarios,I,Superficial,21/04/2008,21/04/2008,0,0,1,2,3,NA,0.121527778,secas,2008,1,97.72,30.73181534,2494,C(w2)(w),Templado subhúmedo,Bosque de pino/veg secundaria,2211.656756,461.6440203,1164.153315,1913.013399,0,8.5,30.5,0,16240,0,3,1,1,1,3,NA
1818-Uru-2008-04-21,19.4375,-102.0444444,Uruapan,C.I. San Miguel,Co. La Cruz (Casa del Buki),Fumadores,I,Superficial,21/04/2008,21/04/2008,0,0,0,1,1,NA,0.140972222,secas,2008,1,56.42,49.55356216,1783,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg primaria,1657.676373,2008.685776,280.3038905,280.3040438,NA,NA,NA,NA,,0,1,77,37,37,54.69,0.9
1819-Uru-2008-04-21,19.46638889,-102.1280556,Uruapan,C.I. Cherangueran,Hoya del Magallo,Establecimiento de huertas,I,Superficial,21/04/2008,22/04/2008,0,0,10,15,25,NA,1.149305556,secas,2008,2,282.09,82.57151794,2242,C(m)(w),Templado húmedo,Bosque Pino encino/veg secundaria,326.5083578,586.6222908,4107.430376,3835.833729,NA,NA,NA,NA,,0,12.5,5,4,4,49.89,3.9
182-Ari-2007-05-06,19.08944444,-101.6952778,Ario de Rosales,Urapa,P. Urapa,Actividades agropecuarias,I,Superficial,06/05/2007,06/05/2007,5,10,2,0,17,NA,0.402777778,lluvias,2007,1,232.62,13.4370966,1786,(A)C(w1)(w),Templado subhúmedo,Cultivo perenne,57.85360668,0,2060.942468,4679.426422,0,9.5,27,0,_16515,58.82,17,1,1,1,17,NA
1820-Uru-2008-04-22,19.57416667,-102.0811111,Uruapan,C.I. Capacuaro,Bejaro,Quema de esquilmos agrícolas,I,Superficial,22/04/2008,22/04/2008,0,0,3,2,5,NA,0.135416667,secas,2008,1,126.16,18.89297295,2387,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,3307.804774,44.28981157,413.3875107,3263.054551,NA,NA,NA,NA,,0,5,1,1,1,5,NA
1821-Uru-2008-04-24,19.34944444,-102.0230556,Uruapan,Ej. San Francisco Uruapan,El Ucaz,Establecimiento de huertas,I,Superficial,24/04/2008,24/04/2008,0,0,0,1,1,NA,0.026388889,secas,2008,1,56.42,6.009252071,1623,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,45.17301705,405.6897531,3057.753796,1585.39783,NA,NA,NA,NA,,0,1,1,1,1,1,NA
1822-Uru-2008-04-24,19.34611111,-102.0380556,Uruapan,Ej. San Francisco Uruapan,Paso del Atascadero,Establecimiento de huertas,I,Superficial,24/04/2008,24/04/2008,0,0,0,2,2,NA,0.061111111,secas,2008,1,79.79,16.66666603,1837,(A)C(w2)(w),Templado subhúmedo,Agricultura de temporal,56.74203376,746.9997749,2130.147708,1187.073653,NA,NA,NA,NA,,0,2,1,1,1,2,NA
1823-Uru-2008-04-24,19.38888889,-101.985,Uruapan,Ej. Tejerias,La Hacienda,Establecimiento de huertas,I,Superficial,24/04/2008,24/04/2008,1,0,1,4,6,NA,0.227777778,secas,2008,1,138.2,18.63389969,1527,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,555.8003792,0,2020.45357,1738.555314,NA,NA,NA,NA,,0,6,8,6,6,10.51,1.4
1824-Uru-2008-04-24,19.42305556,-101.9933333,Uruapan,C.I. Caltzontzin,La Reincidencia,Establecimiento de huertas,I,Superficial,24/04/2008,24/04/2008,2,0,0,1,3,NA,0.128472222,secas,2008,1,97.72,13.79412079,1617,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,59.24297741,0,321.4038617,431.9307167,NA,NA,NA,NA,,0,3,6,4.5,4.5,7.09,1.5
1825-Uru-2008-04-25,19.38805556,-101.9861111,Uruapan,Ej. Tejerias,Co. de Tejerias,Establecimiento de huertas,I,Superficial,25/04/2008,25/04/2008,0,0,1,2,3,NA,0.227777778,secas,2008,1,97.72,43.74801636,1554,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,459.0007759,0,2074.293254,1653.547739,NA,NA,NA,NA,,0,3,8,6,6,10.51,1.4
1826-Uru-2008-04-27,19.57861111,-102.0583333,Uruapan,C.I. Capacuaro,El Juanillo,No determinadas,I,Superficial,27/04/2008,27/04/2008,0,0,2,2,4,NA,0.121527778,secas,2008,1,112.84,19.1847744,2616,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,3140.953296,1307.802925,2182.340915,2504.99961,0,13.5,35.5,0,16240,0,4,2,2,2,4,0
1827-Uru-2008-04-27,19.43888889,-102.0002778,Uruapan,C.I. Caltzontzin,Co. Colorado,Establecimiento de huertas,I,Superficial,27/04/2008,27/04/2008,0,0,4,0,4,NA,0.163194444,secas,2008,1,112.84,32.59601212,1665,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,76.87349655,0,121.836352,92.97030819,NA,NA,NA,NA,,0,4,6,4.5,4.5,7.91,1.6
1828-Uru-2008-04-28,19.54916667,-102.0588889,Uruapan,C.I. Capacuaro,El Chupadero,Fines pecuarios,I,Superficial,28/04/2008,28/04/2008,0,0,1,1,2,NA,0.05,secas,2008,1,79.79,22.66911697,2291,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,134.6262568,58.45683598,174.3271231,0,NA,NA,NA,NA,,0,2,2,2,2,1.75,0
1829-Uru-2008-04-30,19.42111111,-101.9952778,Uruapan,C.I. Caltzontzin,La Residencia,Establecimiento de huertas,I,Superficial,30/04/2008,30/04/2008,0,0,1,2,3,NA,0.120138889,secas,2008,1,97.72,2.635231495,1601,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,71.75765657,0,149.010882,434.9377698,NA,NA,NA,NA,,0,3,3,6.5,6.5,9.15,4
1830-Uru-2008-04-30,19.3675,-102.04,Uruapan,Ej. Zumpimito,La loma,Fumadores,I,Superficial,30/04/2008,30/04/2008,0,0,0,2,2,NA,0.099305556,secas,2008,1,79.79,4.249182701,1582,(A)C(w2)(w),Templado subhúmedo,Cultivo perenne,0,0,512.6523172,484.5849342,NA,NA,NA,NA,,0,2,1,1,1,2,NA
1831-Uru-2008-05-01,19.56361111,-102.0791667,Uruapan,C.I. Capacuaro,El Cerrito,Promover la regeneración de pastos y fines pecuarios,I,Superficial,01/05/2008,01/05/2008,0,0,3.5,0,3.5,NA,0.079861111,lluvias,2008,1,105.55,9.204467773,2416,C(w2)(w),Templado subhúmedo,Bosque de pino/veg secundaria,2132.646421,0,403.8696113,2295.530228,NA,NA,NA,NA,,0,3.5,3,3,3,2.67,4.5
1832-Uru-2008-05-01,19.36722222,-102.0563889,Uruapan,Ej. Zumpimito,La loma,Establecimiento de huertas,I,Superficial,01/05/2008,01/05/2008,0,0,0,1,1,NA,0.140972222,lluvias,2008,1,56.42,6.871842861,1538,(A)C(w2)(w),Templado subhúmedo,Asentamientos humanos,82.38521671,0,57.44796763,57.44816466,NA,NA,NA,NA,,0,1,2,2,2,1.5,4
1833-Uru-2008-05-02,19.56138889,-102.0472222,Uruapan,C.I. Capacuaro,Los Pozos,Promover la regeneración de pastos y fines pecuarios,I,Superficial,02/05/2008,02/05/2008,0,0,1.5,1.5,3,NA,0.149305556,lluvias,2008,1,97.72,24.97220612,2318,C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,1598.831127,98.356395,850.1918415,660.1954658,0,15.5,35.5,0,16240,0,3,1,1,1,3,NA
1834-Uru-2008-05-03,19.58222222,-102.0594444,Uruapan,C.I. Capacuaro,Faldas de Co. El Aguila,Promover la regeneración de pastos y fines pecuarios,I,Superficial,03/05/2008,03/05/2008,0,0,2,2,4,NA,0.229166667,lluvias,2008,1,112.84,24.74873734,2686,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,3528.964404,1700.556194,2442.571088,2920.087392,0,16.5,36.5,0,16240,0,4,1,1,1,4,NA
1835-Uru-2008-05-03,19.38777778,-102.0838889,Uruapan,C.I. Jicalan,Co. Jicalan (Ojo de Agua),Fumadores,I,Superficial,03/05/2008,03/05/2008,0,0,0,2,2,NA,0.217361111,lluvias,2008,1,79.79,35.92043686,1653,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,134.6315108,143.8410279,502.4630524,255.4327202,NA,NA,NA,NA,,0,2,3,2.5,2.5,2.42,4.4
1836-Uru-2008-05-03,19.60444444,-102.0861111,Uruapan,C.I. Capacuaro,Campo de Tiro,Promover la regeneración de pastos y fines pecuarios,I,Superficial,03/05/2008,03/05/2008,0,0,0,1,1,NA,0.079861111,lluvias,2008,1,56.42,5.892556667,2324,C(w2)(w),Templado subhúmedo,Bosque de encino/veg secundaria herbácea,6510.381135,313.9892888,39.65287874,2060.014209,0,16.5,36.5,0,16240,0,1,1,1,1,1,NA
1837-Uru-2008-05-03,19.42027778,-101.9977778,Uruapan,C.I. Caltzontzin,Co. Colorado,Establecimiento de huertas,I,Superficial,03/05/2008,03/05/2008,0,0,0,1,1,NA,0.076388889,lluvias,2008,1,56.42,0,1620,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,45.68600255,0,156.740916,295.4945353,NA,NA,NA,NA,,0,1,2,6,6,10.9,3.8
1838-Uru-2008-05-04,19.57083333,-102.0433333,Uruapan,C.I. Capacuaro,Faldas de Co. El Aguila,Promover la regeneración de pastos y fines pecuarios,I,Superficial,04/05/2008,04/05/2008,0,0,3,0,3,NA,0.121527778,lluvias,2008,1,97.72,17.83411217,2500,C(w2)(w),Templado subhúmedo,Bosque de pino/veg primaria,2691.880229,1047.98678,1488.964536,1754.050768,0,11.5,35.5,0,16240,0,3,1,1,1,3,NA
1839-Uru-2008-05-07,19.54861111,-102.0588889,Uruapan,C.I. Capacuaro,Condembaro,Fines pecuarios,I,Superficial,07/05/2008,07/05/2008,0,0,0,1.5,1.5,NA,0.054166667,lluvias,2008,1,69.1,18.85618019,2280,C(w2)(w),Templado subhúmedo,Bosque de encino/veg primaria arbórea,118.0000777,77.32517366,138.6791675,0,NA,NA,NA,NA,,0,1.5,2,2,2,1.75,0
1840-Uru-2008-05-08,19.43416667,-102.0658333,Uruapan,C.I. San Juan Bautista,La Canchita,Fumadores,I,Superficial,08/05/2008,08/05/2008,0,0,2,3,5,NA,0.3875,lluvias,2008,1,126.16,36.40055084,1759,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,443.4001814,582.6831399,21.61353758,0,NA,NA,NA,NA,,0,5,6,3.7,3.67,2.97,0.8
1841-Uru-2008-05-08,19.33722222,-102.0794444,Uruapan,Ej. Matanguaran,El Basurero,Fumadores,I,Superficial,08/05/2008,08/05/2008,0,0,0,3,3,NA,0.265972222,lluvias,2008,1,97.72,39.87828827,1493,Aw1(w),Cálido subhúmedo,Bosque Pino encino/veg secundaria,156.6150399,873.4123287,105.546741,1366.385417,NA,NA,NA,NA,,0,3,8,8.2,8.2,11.74,1.2
1842-Uru-2008-05-10,19.44416667,-102.0005556,Uruapan,Ej. Toreo El Bajo,La Cancha,Fumadores,I,Superficial,10/05/2008,10/05/2008,0,0,1,1,2,NA,0.142361111,lluvias,2008,1,79.79,54.28832626,1679,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,24.2228679,0,101.3095627,45.42293883,NA,NA,NA,NA,,0,2,1,1,1,2,NA
1843-Uru-2008-05-11,19.41472222,-102.0894444,Uruapan,Campo Experimental,Camino Viejo a San Juan,Fumadores,I,Superficial,11/05/2008,11/05/2008,0,0,0,1,1,NA,0.097222222,lluvias,2008,1,56.42,30.66394997,1733,(A)C(m)(w),Semicálido húmedo,Cultivo perenne,0,0,343.8725812,300.8394157,NA,NA,NA,NA,,0,1,3,2.5,2.5,2.38,3
1844-Uru-2008-05-12,19.42305556,-102.0855556,Uruapan,Campo Experimental,Plan de Ayala,Fumadores,I,Superficial,12/05/2008,12/05/2008,0,0,0,1,1,NA,0.241666667,lluvias,2008,1,56.42,21.08185196,1756,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg primaria,543.821809,892.0716309,56.34821966,5.732508726,NA,NA,NA,NA,,0,1,1,1,1,1,NA
1845-Uru-2008-05-13,19.57055556,-102.0833333,Uruapan,C.I. Capacuaro,El Tejocote,Quema de esquilmos agrícolas,I,Superficial,13/05/2008,13/05/2008,0,0,0.5,1,1.5,NA,0.092361111,lluvias,2008,1,69.1,13.4370966,2375,C(w2)(w),Templado subhúmedo,Cultivo perenne,2936.227979,0,36.49995707,3125.535468,NA,NA,NA,NA,,0,1.5,2,2,2,1.5,4.9
1846-Uru-2008-05-13,19.405,-102.0997222,Uruapan,Campo Experimental,Camino Viejo a San Juan,No determinadas,I,Superficial,13/05/2008,14/05/2008,0,0,1,1,2,NA,0.309027778,lluvias,2008,2,79.79,10.13793755,1780,(A)C(m)(w),Semicálido húmedo,Cultivo perenne,0,0,932.2088769,637.6459634,NA,NA,NA,NA,,0,1,1,1,1,2,NA
1847-Uru-2008-05-14,19.3125,-102.1105556,Uruapan,Ej. Jucutacato,La Cañada,Quema de esquilmos agrícolas,I,Superficial,14/05/2008,14/05/2008,0,0,1,2,3,NA,0.309027778,lluvias,2008,1,97.72,42.57346725,1198,Aw1(w),Cálido subhúmedo,Selva baja caducifolia/veg secundaria,346.0601266,1884.578576,2742.94727,3239.995123,0,20.5,37,0,16085,0,3,1,1,1,3,NA
1848-Uru-2008-05-14,19.40416667,-102.1019444,Uruapan,Campo Experimental,Camino Viejo a San Juan,No determinadas,I,Superficial,14/05/2008,14/05/2008,0,0,1,1,2,NA,0.225694444,lluvias,2008,1,79.79,18.89297295,1788,(A)C(m)(w),Semicálido húmedo,Cultivo perenne,0,0,696.3627156,672.3589603,NA,NA,NA,NA,,0,2,1,1,1,2,NA
1849-Uru-2008-05-16,19.37416667,-102.0180556,Uruapan,Ej. San Francisco Uruapan,La Barranca del Agua,Establecimiento de huertas,I,Superficial,16/05/2008,16/05/2008,2,0,1,3,6,NA,0.371527778,lluvias,2008,1,138.2,19.50783348,1635,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,30.67828764,263.8455124,611.3934746,506.7048617,NA,NA,NA,NA,,0,6,2,2,2,4,1.9
1850-Uru-2008-05-17,19.435,-102.0488889,Uruapan,C.I. San Juan Bautista,Prol. Sinaloa,Fumadores,I,Superficial,17/05/2008,17/05/2008,0,0,0,1,1,NA,0.184027778,lluvias,2008,1,56.42,24.29563332,1718,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,1235.717245,1871.764852,83.57412921,48.43556268,NA,NA,NA,NA,,0,1,77,27.2,27.17,70.04,1.4
1851-Uru-2008-05-17,19.42527778,-101.9905556,Uruapan,C.I. Caltzontzin,Agua Zarca,Establecimiento de huertas,I,Superficial,17/05/2008,17/05/2008,0,0,1,5,6,NA,0.354166667,lluvias,2008,1,138.2,23.71708298,1620,(A)C(m)(w),Semicálido húmedo,Bosque Pino encino/veg secundaria,40.540701,63.88394479,458.1622187,563.6653054,NA,NA,NA,NA,,0,6,9,5.2,5.17,4.03,2.3
1852-Uru-2008-05-18,19.45444444,-102.0530556,Uruapan,Ej. La Basilia,Co. la Cruz (Mesa de Lucas),Establecimiento de huertas,I,Superficial,18/05/2008,19/05/2008,2,0,0,8,10,NA,0.847222222,lluvias,2008,2,178.41,19.61433792,2087,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg primaria,455.0195638,881.9199353,1616.509043,1149.024059,NA,NA,NA,NA,,0,5,1,1,1,10,NA
1853-Uru-2008-05-18,19.43611111,-102.0497222,Uruapan,C.I. San Miguel,Co. la Cruz (Balcones Nt)),Fumadores,I,Superficial,18/05/2008,18/05/2008,1,0,0,2,3,NA,0.184027778,lluvias,2008,1,97.72,46.91896057,1766,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,1123.485214,1723.3057,178.2686045,120.3976107,NA,NA,NA,NA,,0,3,77,24.5,24.5,57.39,0.8
1854-Uru-2008-05-19,19.43666667,-102.0494444,Uruapan,C.I. San Miguel,Co. la Cruz (Balcones Nt)),Fumadores,I,Superficial,19/05/2008,19/05/2008,0,0,0,1,1,NA,0.100694444,lluvias,2008,1,56.42,66.10177612,1777,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,1142.986067,1702.056618,245.2820686,179.5717318,NA,NA,NA,NA,,0,1,77,26.2,26.25,47.2,0.7
1855-Uru-2008-05-20,19.28638889,-102.0419444,Uruapan,Ej. Jucutacato,Hierbabuena,Fumadores,I,Superficial,20/05/2008,20/05/2008,0,0,1,3,4,NA,0.204861111,lluvias,2008,1,112.84,24.26703262,1155,Aw1(w),Cálido subhúmedo,Bosque Pino encino/veg secundaria,1192.214205,2986.439503,3236.749588,3160.558223,NA,NA,NA,NA,,0,4,1,1,1,4,NA
1856-Uru-2008-05-23,19.29583333,-102.0455556,Uruapan,Ej. Jucutacato,Los Tanques,Fumadores,I,Superficial,23/05/2008,23/05/2008,0,0,1,3,4,NA,0.3125,lluvias,2008,1,112.84,24.26703262,1319,Aw1(w),Cálido subhúmedo,Bosque Pino encino/veg secundaria,920.7608819,3608.308063,2992.943384,3737.331514,NA,NA,NA,NA,,0,4,1,1,1,4,NA
1857-Uru-2008-05-24,19.37555556,-102.0058333,Uruapan,Tejerias,La Hoyita,Quemas de basura,I,Superficial,24/05/2008,24/05/2008,1,0,1,2,4,NA,0.184027778,lluvias,2008,1,112.84,38.4779892,1732,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,188.3221,142.684715,1240.302365,1185.352557,NA,NA,NA,NA,,0,4,1,1,1,4,NA
1858-Uru-2008-05-25,19.29444444,-102.0336111,Uruapan,Ej. Jucutacato,La Tiendita,Establecimiento de huertas,I,Superficial,25/05/2008,27/05/2008,10,0,20,50,80,NA,1.520833333,lluvias,2008,3,504.63,37.26779938,1348,(A)C(w2)(w),Templado subhúmedo,Bosque Pino encino/veg secundaria,20.14741658,4232.948031,4186.912278,4397.553672,NA,NA,NA,NA,,0,26.6667,2,2,2,47.5,3.6
1859-Uru-2008-05-26,19.4375,-102.0491667,Uruapan,C.I. San Miguel,Co. la Cruz (La Linea),Fumadores,I,Superficial,26/05/2008,26/05/2008,0,0,0,2,2,NA,0.267361111,lluvias,2008,1,79.79,75.81043243,1804,(A)C(m)(w),Semicálido húmedo,Asentamientos humanos,1163.648777,1663.589758,341.72258,273.7014786,NA,NA,NA,NA,,0,2,8,24.2,24.22,52.78,0.8
1860-Uru-2008-05-29,19.46694444,-102.1277778,Uruapan,C.I. Cherangueran,El Parin,Establecimiento de huertas,I,Superficial,29/05/2008,29/05/2008,0,0,2,4,6,NA,0.260416667,lluvias,2008,1,138.2,87.00255585,2176,C(m)(w),Templado húmedo,Bosque Pino encino/veg secundaria,260.5883825,525.2835189,4051.923692,3815.77625,NA,NA,NA,NA,,0,6,5,4,4,50.61,3.9
1861-Uru-2008-06-02,19.5175,-102.0958333,Uruapan,C.I. San Lorenzo,Co. Carapan,Establecimiento de huertas,I,Superficial,02/06/2008,02/06/2008,1,0,4,5,10,NA,0.361111111,lluvias,2008,1,178.41,60.09252167,2161,C(m)(w),Templado húmedo,Bosque Pino encino/veg primaria,35.58972997,273.6182368,1170.58627,919.756553,NA,NA,NA,NA,,0,10,3,2.5,2.5,7.17,4.2
1862-Uru-2008-06-03,19.38333333,-102.0072222,Uruapan,Col. Valle Dorado,El Cerrito,Fumadores,I,Superficial,03/06/2008,03/06/2008,0,0,2,3,5,NA,0.349305556,lluvias,2008,1,126.16,22.4227066,1654,(A)C(m)(w),Semicálido húmedo,Cultivo perenne,0,0,370.4992414,315.329691,NA,NA,NA,NA,,0,5,1,1,1,5,NA
1863-Uru-2008-06-04,19.44083333,-102.0480556,Uruapan,C.I. San Miguel,Co. la Cruz (Linea del Cable),Descargas eléctricas,I,Superficial,04/06/2008,04/06/2008,0,0,1,1,2,NA,0.265972222,lluvias,2008,1,79.79,43.47732544,1897,(A)C(m)(w),Semicálido húmedo,Bosque de pino/veg primaria,1310.598527,1560.721344,688.7115687,648.4491137,NA,NA,NA,NA,,0,2,9,26.7,26.71,59.14,1.1
